"file","roi","duration","pres_min.kPa.","pres_min.time.","pres_max.kPa.","pres_max.time.","pres_median.kPa.","pres_iqr.kPa.","pres_max_1s_nadir.kPa.","pres_max_1s_nadir.time.","pres_rpc","pres_acclim_pres_surface","pres_acclim_pres_depth","pres_lrpc_surface","pres_lrpc_depth","nadir_baro","rpc_baro","lrpc_baro_surface","lrpc_baro_depth","rot_min.degs.","rot_min.time.","rot_max.degs.","rot_max.time.","rot_median.degs.","rot_iqr.degs.","acc_hig_min.g.","acc_hig_min.time.","acc_hig_max.g.","acc_hig_max.time.","acc_hig_median.g.","acc_hig_iqr.g.","acc_event_95g","acc_event_200g","acc_event_400g","acc_strike","acc_shear","acc_collision","acc_inacc_min.ms.","acc_inacc_min.time.","acc_inacc_max.ms.","acc_inacc_max.time.","acc_inacc_median.ms.","acc_inacc_iqr.ms.","acc_peak_1.time.","acc_peak_1.g.","acc_peak_1_type","acc_peak_2.time.","acc_peak_2.g.","acc_peak_2_type","acc_peak_3.time.","acc_peak_3.g.","acc_peak_3_type","acc_peak_4.time.","acc_peak_4.g.","acc_peak_4_type","acc_peak_5.time.","acc_peak_5.g.","acc_peak_5_type","acc_peak_6.time.","acc_peak_6.g.","acc_peak_6_type","acc_strike_event.time.","acc_strike_event.g.","acc_peak_7.time.","acc_peak_7.g.","acc_peak_7_type","acc_peak_8.time.","acc_peak_8.g.","acc_peak_8_type","acc_peak_9.time.","acc_peak_9.g.","acc_peak_9_type","acc_peak_10.time.","acc_peak_10.g.","acc_peak_10_type","acc_peak_11.time.","acc_peak_11.g.","acc_peak_11_type","acc_peak_12.time.","acc_peak_12.g.","acc_peak_12_type","acc_peak_13.time.","acc_peak_13.g.","acc_peak_13_type","acc_peak_14.time.","acc_peak_14.g.","acc_peak_14_type","acc_peak_15.time.","acc_peak_15.g.","acc_peak_15_type","acc_peak_16.time.","acc_peak_16.g.","acc_peak_16_type","acc_peak_17.time.","acc_peak_17.g.","acc_peak_17_type","acc_peak_18.time.","acc_peak_18.g.","acc_peak_18_type","acc_peak_19.time.","acc_peak_19.g.","acc_peak_19_type","acc_peak_20.time.","acc_peak_20.g.","acc_peak_20_type","acc_peak_21.time.","acc_peak_21.g.","acc_peak_21_type"
"B117-0320152841","overall",NA,73.75,240,129.64,147.54,90.53,6.84,101.34,224.78,20,101.3,106.2,0.2194,0.2667,"N","N","N","N",1,212.04,3452.86,225.48,43.73,97.44,0,145.76,402.2,225.13,1.6,0.9,13,4,1,"Y",0,1,-9.51,146.96,226.08,225.5,-0.15,0.22,147.5245,143.9,"collision",225.1145,96.4,"collision",225.132,402.2,"collision",225.1945,109.7,"collision",225.1985,156.2,"collision",225.2275,339.9,"collision",225.132,402.2,225.231,107.6,"collision",225.386,111.6,"collision",225.409,96.7,"collision",225.527,328.7,"collision",226.451,103.7,"collision",227.293,246,"collision",227.2985,133.8,"collision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320152841","roi1_sens_ingress",NA,96.66,147.68,129.64,147.54,101.59,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,146.55,393.97,143.04,133.78,104.81,0,145.76,143.9,147.52,1.7,1,1,0,0,NA,0,0,-9.51,146.96,147.13,147.55,0.62,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320152841","roi2_inflow_passage",NA,82.83,181.75,104.46,152.76,90.83,6.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,212.04,587.8,149.58,31.05,39.65,0,149.63,78.1,181.75,1.5,0.9,0,0,0,NA,0,0,-3.08,169.74,5.98,181.77,-0.16,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320152841","roi3_prenadir",NA,98.93,225.02,101.34,224.78,101.04,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.29,224.72,250.85,224.99,200.78,86.67,0.2,224.73,4.4,225,1.9,1,0,0,0,NA,0,0,0.86,224.73,14.42,225.02,2.81,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320152841","roi4_nadir",NA,81.34,225.12,124.62,225.21,98.85,21.35,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,192.01,225.11,2674.67,225.14,452.25,888.82,1,225.02,402.2,225.13,9.55,21.45,4,1,1,"Y",0,1,12.59,225.1,212.3,225.13,45.03,94.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320152841","roi5_postnadir",NA,98.74,225.44,121.41,225.22,111.87,4.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,982.73,225.26,3452.86,225.48,2849.4,322.4,1.6,225.39,339.9,225.23,18.3,13.6,4,1,0,NA,0,0,11.91,225.52,226.08,225.5,154.57,64.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320152841","roi6_outflow_passage",NA,80.7,226.48,114.22,225.52,85.07,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.16,227.27,3267.4,225.54,1258.4,642.78,0,225.82,328.7,225.53,1.9,1.2,4,2,0,NA,0,0,-8.47,225.98,191.38,225.58,3.58,9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320152841","roi7_sens_outgress",NA,73.75,240,86.74,228.52,79.81,9.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.56,237.18,1030.93,228.69,306.14,281.73,0,229.54,74.9,239,1.6,0.9,0,0,0,NA,0,0,-7.5,233.2,4.07,234.04,-0.02,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B119-0320162046","overall",NA,100,113.35,143.89,141.37,110.14,4.47,120.53,141.14,5.96,101.3,106.2,-0.1231,-0.0759,"N","N","N","N",0.58,137.24,2011.11,141.62,162.61,244.63,0,116.19,531,141.29,1.5,0.9,13,10,6,"Y",0,6,-9.73,113.32,187.19,141.27,-0.04,0.33,113.7195,194,"collision",141.241,311.5,"collision",141.2755,401,"collision",141.2845,448.9,"collision",141.2865,493.1,"collision",141.2905,436.7,"collision",141.2755,401,141.293,531,"collision",141.298,457.4,"collision",141.3025,209.1,"collision",141.3075,366.9,"collision",141.31,190.2,"collision",141.3185,335.3,"collision",141.324,97.3,"collision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B119-0320162046","roi1_sens_ingress",NA,100,113.35,123.74,113.74,105.82,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.44,113.41,355.65,115.23,140.98,173.48,0.2,113.42,194,113.72,1.6,1.2,1,0,0,NA,0,0,-9.73,113.32,147.2,113.75,0.24,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B119-0320162046","roi2_inflow_passage",NA,103.63,117.34,122.39,134.62,112.16,10.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,137.24,708.73,139.75,34.42,55.83,0,116.19,50.5,134.47,1.5,0.9,0,0,0,NA,0,0,-2.75,117.2,15.1,131.97,-0.02,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B119-0320162046","roi3_prenadir",NA,119.84,140.87,120.53,141.14,120.13,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.26,141.01,1301.18,141.16,380.23,67.6,0.1,141.07,91.4,141.12,1.8,1.1,0,0,0,NA,0,0,-0.84,141.05,21.47,141.16,-0.48,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B119-0320162046","roi4_nadir",NA,114.57,141.27,143.73,141.37,120.11,8.88,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,8.63,141.28,1392.94,141.21,923.57,595.65,1.8,141.22,531,141.29,12.7,21.1,12,10,6,"Y",0,6,18.73,141.17,187.19,141.27,62.27,78.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B119-0320162046","roi5_postnadir",NA,124.96,141.55,143.89,141.37,132.31,6.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782.21,141.47,2011.11,141.62,1383.83,536.07,0.5,141.41,38.9,141.59,4.8,3,0,0,0,NA,0,0,5.99,141.59,68,141.5,37.5,22.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B119-0320162046","roi6_outflow_passage",NA,107.29,142.59,135.43,141.69,110.74,8.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.13,143.23,1434.91,142.9,878.07,401.12,0,142.97,31.4,141.74,1.7,1.1,0,0,0,NA,0,0,-5.97,143.48,32.93,142.62,2.62,7.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B119-0320162046","roi7_sens_outgress",NA,101.13,197.92,113.07,145.77,109.76,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.78,163.76,1364.34,193.91,220.56,211.64,0,147.19,71.7,200.96,1.5,0.9,0,0,0,NA,0,0,-9.45,146.19,21.68,146.38,-0.08,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320154250","overall",NA,87.05,112.21,133.48,175.33,108.17,12.54,112.87,174.07,25.72,101.3,106.2,0.1505,0.1977,"N","N","N","N",0,152.8,2524.91,175.26,12.32,53.64,0,113.42,408.5,175.02,1.6,0.9,15,6,1,"Y",0,1,-9.44,112.55,220.1,175.09,-0.05,0.16,112.622,104.9,"collision",174.821,220,"collision",174.925,289.4,"collision",174.9285,166.5,"collision",175.02,408.5,"collision",175.0215,252.2,"collision",175.02,408.5,175.0265,305.7,"collision",175.0575,95.7,"collision",175.0785,369.2,"collision",175.082,163.5,"collision",175.104,100.4,"collision",175.1135,174.9,"collision",175.2885,106.7,"collision",175.311,187,"collision",175.371,99.3,"collision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320154250","roi1_sens_ingress",NA,87.05,112.21,122.21,112.64,98.54,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,107.94,518.56,111.02,114.74,171.75,0.1,108.97,104.9,112.62,1.7,1.1,1,0,0,NA,0,0,-9.44,112.55,147.23,112.65,0.07,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320154250","roi2_inflow_passage",NA,98.82,120.58,115.49,151.03,112.05,10.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152.8,537.12,114.4,8.79,20.85,0,113.42,19.2,174.04,1.6,0.8,0,0,0,NA,0,0,-4.9,174.06,21.41,174.05,-0.05,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320154250","roi3_prenadir",NA,111.4,174.97,112.38,174.75,111.67,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.8,174.67,1300.6,174.93,330.03,794.9,0.3,174.7,289.4,174.93,2.1,2.2,3,2,0,NA,0,0,-2.05,174.81,28.07,174.97,-0.71,5.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320154250","roi4_nadir",NA,87.15,175.07,132.15,175.16,111.25,19.38,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,241.93,175.05,2233.96,175.15,1162.1,657.02,1.8,174.98,408.5,175.02,11.2,25.25,8,4,1,"Y",0,1,28.15,175.05,220.1,175.09,60.81,48.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320154250","roi5_postnadir",NA,111.73,175.46,133.48,175.33,124.33,8.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.31,175.3,2524.91,175.26,1842.94,806.63,1.1,175.28,187,175.31,9.25,5.8,3,0,0,NA,0,0,19.32,175.3,195.28,175.24,70.12,44.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320154250","roi6_outflow_passage",NA,95.97,177.06,125.38,175.59,101.77,10.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.26,177.5,2351.15,175.48,653.87,210.24,0.1,175.68,66.4,177.04,1.9,1.1,0,0,0,NA,0,0,-7.28,177.14,44,175.47,3.05,5.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320154250","roi7_sens_outgress",NA,90.17,182.04,99.79,177.76,91.04,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.22,181.6,1031.91,182.3,458.35,253.15,0,180.92,21.4,182.25,1.6,0.9,0,0,0,NA,0,0,-3.26,182.2,6.8,178.25,0.18,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320162115","overall",NA,63.09,145.47,127.64,114.24,90.28,20.88,93.2,145.45,30.11,101.3,106.2,0.4735,0.5208,"N","N","N","Y",0.17,109.73,3445.69,145.74,91.03,267.83,0,110.89,488.4,145.48,1.7,1.1,15,5,1,"Y",0,1,-9.74,160.06,240.5,145.48,0.1,0.65,141.236,95.5,"collision",141.464,191.4,"collision",141.527,119.2,"collision",145.439,113.3,"collision",145.461,221.7,"collision",145.4825,488.4,"collision",145.4825,488.4,145.4865,105.2,"collision",145.547,95.8,"collision",145.5555,250.4,"collision",145.5625,116.5,"collision",165.9985,203.9,"collision",167.5645,112.1,"collision",167.5715,179.5,"collision",167.577,220.6,"collision",167.653,101.7,"collision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320162115","roi1_sens_ingress",NA,77.53,113.55,127.64,114.24,98.67,9.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,109.73,1543.3,110.69,123.51,186.94,0,110.89,69.2,114.22,1.7,1.1,0,0,0,NA,0,0,-9.36,114.2,143.52,114.26,0.1,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320162115","roi2_inflow_passage",NA,84.87,126.96,97.71,141.54,90.92,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,131,2070.02,144.03,25.83,87.19,0,116.61,191.4,141.46,1.7,1,3,0,0,NA,0,0,-8.33,142.81,23.61,141.48,0.08,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320162115","roi3_prenadir",NA,91.12,145.37,93.12,145.09,92.82,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.93,145.36,597.51,145.07,531.12,38.38,0.2,145.08,4.5,145.36,1.9,1,0,0,0,NA,0,0,-0.19,145.07,14.15,145.36,1.47,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320162115","roi4_nadir",NA,63.09,145.47,115.38,145.56,91.1,24.07,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,277.12,145.38,2803.83,145.5,821.1,1561.26,1.1,145.38,488.4,145.48,6.4,14.6,7,3,1,"Y",0,1,-2.03,145.45,240.5,145.48,44.48,63.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320162115","roi5_postnadir",NA,97.73,145.86,116.68,145.78,109.94,8.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559.98,145.87,3445.69,145.74,2249.38,856.19,0.8,145.84,73.1,145.77,7,4.9,0,0,0,NA,0,0,7.24,145.86,132.85,145.78,51.05,40.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320162115","roi6_outflow_passage",NA,82.52,146.79,110.48,145.89,93.37,12.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.62,146.68,2135.75,145.93,714.36,260.02,0.3,145.96,87.7,146.62,1.9,1.1,0,0,0,NA,0,0,-8.56,145.98,84.79,145.88,1.03,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B117-0320162115","roi7_sens_outgress",NA,65.43,169.46,84.82,146.88,69.3,4.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,167.97,2071.81,154.37,229.35,367,0,148.59,220.6,167.58,1.7,1.1,5,2,0,NA,0,0,-9.74,160.06,74.61,160.2,0.39,2.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B118-0320154237","overall",NA,95.43,175.43,148.64,175.63,111.17,13.45,123.68,175.26,28.25,101.3,106.2,0.0597,0.1069,"N","N","N","N",0.14,144.91,2746.97,175.92,19.87,88.29,0,111.98,357.3,175.43,1.6,0.9,3,1,0,"N",0,0,-9.72,112.01,215.89,175.43,-0.03,0.06,175.429,357.3,"collision",175.451,192.4,"collision",175.579,137.5,"collision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B118-0320154237","roi1_sens_ingress",NA,99.94,111.97,140.48,112.41,99.98,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.21,112.32,286.55,112.54,142.28,125.22,0,111.98,70.6,112.39,1.7,1.6,0,0,0,NA,0,0,-9.72,112.01,147.25,112.42,-6.69,17.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B118-0320154237","roi2_inflow_passage",NA,103.76,124.38,133.39,170.98,111.61,13.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,144.91,649.47,174.45,16.09,52.88,0,118.89,47.6,173.69,1.6,0.9,0,0,0,NA,0,0,-3.46,173.74,32.11,173.72,-0.03,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
