file,class,sensor,date_deploy,time_deploy,duration[mm:ss],t_max_p_1s_nadir,t_nadir,nadir,max_p_1s_nadir,rate_pc,ratio_pc,log_RPC,treatment,inj_pos,sens_wc_pos_ent,sens_wc_pos_blade,sens_wc_pos_exit,clear_passage,rotate_hub,pres_force,passage_loc,centre_hub_contact,blade_contact,n_contact,c_1_bl,c_1_sl,c_1_bv,c_1_type,c_2_bl,c_2_sl,c_2_bv,c_2_type,t_start_roi1,t_end_roi1,t_start_roi2,t_end_roi2,t_start_roi3,t_end_roi3,t_start_roi4,t_end_roi4,t_start_roi5,t_end_roi5,t_start_roi6,t_end_roi6,max_accmag_roi1,max_accmag_roi2,max_accmag_roi3,max_accmag_roi4,max_accmag_roi5,max_accmag_roi6,max_accmag_time_roi1,max_accmag_time_roi2,max_accmag_time_roi3,max_accmag_time_roi4,max_accmag_time_roi5,max_accmag_time_roi6,nadir_acceleration,max_hig_roi1,max_hig_roi2,max_hig_roi3,max_hig_roi4,max_hig_roi5,max_hig_roi6,max_hig_time_roi1,max_hig_time_roi2,max_hig_time_roi3,max_hig_time_roi4,max_hig_time_roi5,max_hig_time_roi6,max_nadir_acc_dist,max_nadir_acc_position,acc_rms,accmag_1,accmag_1_t,accmag_1_p,guide_vane_contact,accmag_2,accmag_2_t,accmag_2_p,accmag_3,accmag_3_t,accmag_3_p,accmag_4,accmag_4_t,accmag_4_p,inj_to_pre_nadir_accmag_count,pre_nadir_event_accmag_count,nadir_event_accmag_count,post_nadir_event_accmag_count,post_nadir_to_rec_accmag_count,accmag_5,accmag_5_t,accmag_5_p,accmag_6,accmag_6_t,accmag_6_p,accmag_7,accmag_7_t,accmag_7_p,accmag_8,accmag_8_t,accmag_8_p
B61-0704133030_imp,100_imp,B61,04/07,13:30:30,00:59:00,33.3,34.21,838.6,980.5,141.9,1.19246362985929,0.176021444245475,500 (100%),Low,2,2,6,No contact,No hub rotation,Pressure force,Near hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,32.77,35.65,34.11,34.31,33.81,34.11,34.31,34.61,32.77,33.81,34.61,35.65,160.353,155.876,3.34,160.353,2.052,43.126,34.32,34.31,33.99,34.32,32.8,34.61,88.288,31.2,18.5,NA,20,NA,31.2,34.677,34.3025,NA,34.387,NA,34.677,0.1,After nadir,81.5148785083932,160.353,34.32,1308.8,GV contact,150.384,34.39,1402.3,NA,NA,NA,NA,NA,NA,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B62-0703140412_imp,100_imp,B62,03/07,14:04:12,00:59:00,19.13,19.73,895,982.1,87.1,1.11731843575419,0.110931560707282,500 (100%),High,4,4,1,No contact,No hub rotation,No pressure force,Center,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,18.29,21.17,19.63,19.83,19.33,19.63,19.83,20.13,18.29,19.33,20.13,21.17,112.644,112.644,23.877,50.529,0.629,41.483,19.79,19.79,19.6,19.87,19.21,20.18,13.59,69.9,69.9,NA,8.7,NA,21.4,19.7805,19.7805,NA,19.8425,NA,20.7045,0.06,After nadir,40.2940776051223,112.644,19.79,1246.5,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B62-0703174721_imp,100_imp,B62,03/07,17:47:21,01:00:00,28.62,28.65,876.3,985.3,109,1.14116170261326,0.132046780920332,500 (100%),High,6,7,6,No contact,No hub rotation,Pressure force,Near tip,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,27.21,30.09,28.55,28.75,28.25,28.55,28.75,29.05,27.21,28.25,29.05,30.09,111.177,111.177,4.111,56.281,1.329,53.069,28.65,28.65,28.42,28.87,28.25,29.1,111.177,171.3,14.2,NA,8.6,NA,171.3,29.146,28.626,NA,28.848,NA,29.146,0,On nadir,51.7426482659269,111.177,28.65,876.3,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B62-0703183930_imp,100_imp,B62,03/07,18:39:30,01:00:00,28.54,29.29,949.9,1049.2,99.3000000000001,1.0527423939362,0.0513985630860004,500 (100%),Low,6,5,5,Contact,NA,NA,NA,CH contact,No blade contact,1,Center hub,6,NA,Indirect,NA,NA,NA,NA,27.85,30.73,29.19,29.39,28.89,29.19,29.39,29.69,27.85,28.89,29.69,30.73,168.939,125.822,2.534,150.494,0.878,168.939,30.03,29.35,29.07,29.6,28.88,30.03,48.308,213.9,15,NA,195.9,NA,213.9,30.2485,29.334,NA,29.436,NA,30.2485,0.06,After nadir,51.287232055403,125.822,29.35,1216.9,GV contact,150.494,29.6,1398.7,126.74,29.81,1327.9,114.267,29.87,1316,0,0,1,1,3,168.939,30.03,1345.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
B62-0704114942_imp,100_imp,B62,04/07,11:49:42,00:59:00,26.52,27.46,678.8,990.3,311.5,1.47318797878609,0.387428745622066,500 (100%),High,3,1,6,Contact,NA,NA,NA,No CH contact,Blade contact,1,Absolute tip,2,18,Direct,NA,NA,NA,NA,26.02,28.9,27.36,27.56,27.06,27.36,27.56,27.86,26.02,27.06,27.86,28.9,169.843,169.843,59.303,73.499,1.808,43.664,27.46,27.46,27.26,27.67,27.05,27.89,169.843,570.3,570.3,174,31.2,NA,208,27.4275,27.4275,27.287,27.6305,NA,27.941,0,On nadir,60.4925589863273,169.843,27.46,678.8,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B62-0704123518_imp,100_imp,B62,04/07,12:35:18,00:59:00,21.94,22.78,847.3,965,117.7,1.18021952083087,0.165700455777719,500 (100%),High,3,3,1,No contact,No hub rotation,Pressure force,Center hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,21.34,24.22,22.68,22.88,22.38,22.68,22.88,23.18,21.34,22.38,23.18,24.22,102.006,101.615,11.147,102.006,0.466,73.011,22.96,22.82,22.6,22.96,22.38,23.5,55.46,114,13,NA,13.9,4.8,114,23.4805,22.809,NA,22.947,21.4275,23.4805,0.04,After nadir,42.9251829266424,101.615,22.82,1084.2,GV contact,102.006,22.96,1337.8,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B62-0704135530_imp,100_imp,B62,04/07,13:55:30,00:59:00,19.55,20.31,795.8,1027.2,231.4,1.25659713495853,0.228407380989309,500 (100%),High,7,5,7,No contact,Hub rotation,Pressure force,Center hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,18.87,21.75,20.21,20.41,19.91,20.21,20.41,20.71,18.87,19.91,20.71,21.75,152.453,152.453,5.896,122.362,2.375,40.283,20.32,20.32,20.08,20.58,19.91,21.33,89.095,465.5,27.7,NA,465.5,NA,56.9,20.549,20.286,NA,20.549,NA,20.7285,0.01,After nadir,55.1505479811311,152.453,20.32,853.6,GV contact,122.362,20.58,1393.2,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B63-0703134337_imp,100_imp,B63,03/07,13:43:37,01:00:00,26.93,27.74,782,1004.7,222.7,1.27877237851662,0.245900538436826,500 (100%),Low,4,3,6,No contact,Hub rotation,Pressure force,Near hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,26.3,29.18,27.64,27.84,27.34,27.64,27.84,28.14,26.3,27.34,28.14,29.18,190.267,97.96,4.737,190.267,1.354,95.351,27.96,27.75,27.62,27.96,27.34,28.22,83.626,402.1,18.9,NA,402.1,NA,399.1,27.9755,27.72,NA,27.9755,NA,28.803,0.01,After nadir,41.025202688336,190.267,27.96,1417.9,GV contact,111.028,28.02,1372.1,NA,NA,NA,NA,NA,NA,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B63-0703175355_imp,100_imp,B63,03/07,17:53:55,00:59:00,22.58,23.27,860.7,1006.4,145.7,1.16184500987568,0.150009267326708,500 (100%),Low,6,6,7,No contact,No hub rotation,Pressure force,Near hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,21.83,24.71,23.17,23.37,22.87,23.17,23.37,23.67,21.83,22.87,23.67,24.71,171.05,95.093,3.569,171.05,1.854,61.694,23.55,23.28,23.04,23.55,22.87,23.88,62.323,449.9,12.5,NA,449.9,NA,8.7,23.51,23.255,NA,23.51,NA,23.8555,0.01,After nadir,42.636050536293,171.05,23.55,1355.8,GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B63-0703183412_imp,100_imp,B63,03/07,18:34:12,01:00:00,30.08,30.1,835.8,1035.2,199.4,1.19645848289064,0.179365928968322,500 (100%),Low,1,1,1,No contact,No hub rotation,Pressure force,Center,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,28.66,31.54,30,30.2,29.7,30,30.2,30.5,28.66,29.7,30.5,31.54,190.529,190.529,7.517,93.582,0.163,60.335,30.11,30.11,29.87,30.42,28.78,30.86,108.479,174.7,49.6,NA,139.3,NA,174.7,31.4065,30.0785,NA,30.288,NA,31.4065,0.01,After nadir,63.4291375297024,190.529,30.11,908.7,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B63-0704115450_imp,100_imp,B63,04/07,11:54:50,00:59:00,24.89,24.91,757.7,1022.8,265.1,1.3197835554969,0.277467750044809,500 (100%),High,5,5,3,Contact,NA,NA,NA,CH contact,No blade contact,1,Center hub,6,NA,Indirect,NA,NA,NA,NA,23.47,26.35,24.81,25.01,24.51,24.81,25.01,25.31,23.47,24.51,25.31,26.35,211.868,211.868,7.535,86.803,0.222,30.259,24.92,24.92,24.81,25.23,23.95,25.41,197.223,470.3,470.3,NA,418.5,NA,171.6,24.9885,24.9885,NA,25.1565,NA,25.3885,0.01,After nadir,102.172294927082,211.868,24.92,844.4,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B63-0704134638_imp,100_imp,B63,04/07,13:46:38,00:59:00,19.19,19.21,861.8,1083.1,221.3,1.16036203295428,0.1487320538004,500 (100%),High,6,7,1,Contact,NA,NA,NA,No CH contact,Blade contact,1,Near tip,4,16,Direct,NA,NA,NA,NA,17.77,20.65,19.11,19.31,18.81,19.11,19.31,19.61,17.77,18.81,19.61,20.65,233.314,233.314,4.399,182.616,2.604,83.143,19.21,19.21,19.11,19.34,18.53,19.67,233.314,493.6,493.6,NA,309.6,NA,352.6,19.1745,19.1745,NA,19.334,NA,19.982,0,On nadir,109.63623051884301,233.314,19.21,861.8,GV contact,138.27,19.54,1276.7,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B64-0703134039_imp,100_imp,B64,03/07,13:40:39,00:59:00,29.95,29.99,699.4,1108.8,409.4,1.42979696883043,0.357532454352862,500 (100%),Low,6,5,2,Contact,NA,NA,NA,No CH contact,Blade contact,1,Near tip,2,16,Direct,NA,NA,NA,NA,28.55,31.43,29.89,30.09,29.59,29.89,30.09,30.39,28.55,29.59,30.39,31.43,212.336,212.336,9.926,186.837,7.528,64.317,30.07,30.07,29.89,30.09,29.52,30.73,123.927,486,486,7.6,422.9,13.7,437,29.942,29.942,29.8815,30.1075,29.4945,30.718,0.08,After nadir,126.554843889348,212.336,30.07,1223.6,GV contact,178.523,30.14,1256.5,132.987,30.24,1339.8,NA,NA,NA,0,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B64-0703174041_imp,100_imp,B64,03/07,17:40:41,00:59:00,28.49,29.15,894.2,1027.5,133.3,1.11831804965332,0.111825815182257,500 (100%),High,7,7,4,No contact,Hub rotation,No pressure force,Absolute tip,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,27.71,30.59,29.05,29.25,28.75,29.05,29.25,29.55,27.71,28.75,29.55,30.59,196.889,121.1,7.922,196.889,6.137,137.794,29.34,29.21,28.98,29.34,28.67,29.67,40.723,400.2,16.8,NA,400.2,NA,229.9,29.333,29.1855,NA,29.333,NA,29.924,0.06,After nadir,51.6442784647327,121.1,29.21,1308.8,GV contact,196.889,29.34,1404.8,137.794,29.67,1287.6,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B64-0703182655_imp,100_imp,B64,03/07,18:26:55,00:59:00,18.19,18.25,735.8,1181.2,445.4,1.35906496330525,0.306796936311463,500 (100%),Low,6,6,1,Contact,NA,NA,NA,No CH contact,Blade contact,1,Near hub,3,12,Direct,NA,NA,NA,NA,16.81,19.69,18.15,18.35,17.85,18.15,18.35,18.65,16.81,17.85,18.65,19.69,217.874,217.874,34.657,159.632,2.673,58.104,18.33,18.33,18.13,18.35,17.85,18.72,196.055,505.1,505.1,8.7,122.1,NA,9.3,18.1805,18.1805,18.1495,18.4035,NA,18.6885,0.08,After nadir,145.078068324642,217.874,18.33,1280.1,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B64-0704125625_imp,100_imp,B64,04/07,12:56:25,00:59:00,27.82,27.83,826.3,1106.3,280,1.2102142079148,0.190797375274998,500 (100%),Low,7,7,3,Contact,NA,NA,NA,No CH contact,Blade contact,1,Absolute tip,1,18,Direct,NA,NA,NA,NA,26.39,29.27,27.73,27.93,27.43,27.73,27.93,28.23,26.39,27.43,28.23,29.27,139.787,139.787,55.234,72.506,8.078,53.796,27.84,27.84,27.69,28.04,27.4,28.38,117.772,609.8,609.8,134.5,10.2,60.8,88.6,27.8045,27.8045,27.6835,28.022,27.38,28.269,0.01,After nadir,60.4035590610197,139.787,27.84,883,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B64-0704135354_imp,100_imp,B64,04/07,13:53:54,01:00:00,25.24,25.26,739.6,1043.6,304,1.35208220659816,0.301645779469167,500 (100%),High,6,5,3,No contact,Hub rotation,Pressure force,Center,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,23.82,26.7,25.16,25.36,24.86,25.16,25.36,25.66,23.82,24.86,25.66,26.7,210.138,210.138,5.786,105.471,2.164,38.296,25.26,25.26,25.16,25.39,24.86,25.77,210.138,386.8,41.3,NA,326.4,NA,386.8,26.1795,25.24,NA,25.5535,NA,26.1795,0,On nadir,103.88974772256,210.138,25.26,739.6,GV contact,105.471,25.39,1330.3,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B65-0703141218_imp,100_imp,B65,03/07,14:12:18,01:00:00,23.54,24.47,850.4,1018.6,168.2,1.17591721542803,0.162048451954399,500 (100%),High,1,1,2,Contact,NA,NA,NA,No CH contact,Blade contact,1,Absolute tip,1,18,Direct,NA,NA,NA,NA,23.03,25.91,24.37,24.57,24.07,24.37,24.57,24.87,23.03,24.07,24.87,25.91,215.012,205.558,84.024,215.012,9.047,125.869,24.63,24.57,24.32,24.63,23.13,25.39,53.516,412.4,412.4,131.7,343.7,30.8,129.1,24.51,24.51,24.299,24.5855,23.113,24.9335,0.1,After nadir,85.5560948267276,215.012,24.63,1267.6,GV contact,125.869,25.39,1436.7,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B65-0703175656_imp,100_imp,B65,03/07,17:56:56,00:59:00,26.35,26.36,817.8,962.7,144.9,1.2227928588897,0.201137471051595,500 (100%),Low,2,2,1,No contact,No hub rotation,Pressure force,Near hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,24.92,27.8,26.26,26.46,25.96,26.26,26.46,26.76,24.92,25.96,26.76,27.8,202.485,98.313,22.131,202.485,0.259,39.266,26.59,26.42,26.18,26.59,25.51,26.9,37.275,578.6,13.8,82.1,578.6,NA,36.1,26.669,26.397,26.1425,26.669,NA,27.1545,0.06,After nadir,43.3345985229223,98.313,26.42,1225.6,GV contact,202.485,26.59,1326.6,194.373,26.7,1409.2,NA,NA,NA,0,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B65-0703184425_imp,100_imp,B65,03/07,18:44:25,01:00:00,28.36,29.01,911.3,985.5,74.2,1.09733347964446,0.092883127480056,500 (100%),High,2,2,7,Contact,NA,NA,NA,No CH contact,Blade contact,1,Near tip,2,16,Direct,NA,NA,NA,NA,27.57,30.45,28.91,29.11,28.61,28.91,29.11,29.41,27.57,28.61,29.41,30.45,161.177,161.177,17.75,131.143,0.726,60.128,29.07,29.07,28.84,29.13,27.99,29.71,31.502,588.9,588.9,43.6,185.1,NA,143.1,29.0395,29.0395,28.735,29.329,NA,29.7535,0.06,After nadir,70.6402648083264,161.177,29.07,1290.7,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B65-0704113651_imp,100_imp,B65,04/07,11:36:51,00:59:00,27.37,28.09,851.5,956.3,104.8,1.17439812096301,0.160755778879394,500 (100%),Low,2,2,1,No contact,No hub rotation,No pressure force,Near hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,26.65,29.53,27.99,28.19,27.69,27.99,28.19,28.49,26.65,27.69,28.49,29.53,110.028,108.102,43.276,110.028,1.414,99.689,28.29,28.13,27.96,28.29,27.31,28.72,39.14,405.2,108,143.7,14.7,NA,405.2,29.0225,28.141,27.9695,28.254,NA,29.0225,0.04,After nadir,43.7851496025112,108.102,28.13,1078.5,GV contact,110.028,28.29,1326.7,99.689,28.72,1320.3,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B65-0704122454_imp,100_imp,B65,04/07,12:24:54,00:59:00,17.02,17.76,854.8,998.3,143.5,1.16986429574169,0.156887755537145,500 (100%),High,4,3,7,No contact,Hub rotation,Pressure force,Near hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,16.32,19.2,17.66,17.86,17.36,17.66,17.86,18.16,16.32,17.36,18.16,19.2,162.162,105.612,3.909,147.252,1.489,162.162,18.23,17.82,17.65,18.15,16.5,18.23,58.424,517.4,13,NA,39.8,NA,517.4,18.361,17.798,NA,18.1005,NA,18.361,0.06,After nadir,53.2282704571278,112.264,17.96,1379.7,GV contact,157.239,18.18,1305.5,162.162,18.23,1337.4,NA,NA,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B65-0704135758_imp,100_imp,B65,04/07,13:57:58,01:00:00,19.35,19.94,912,1020.1,108.1,1.09649122807018,0.0921152889078057,500 (100%),High,7,7,5,No contact,Hub rotation,Pressure force,Absolute tip,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,18.5,21.38,19.84,20.04,19.54,19.84,20.04,20.34,18.5,19.54,20.34,21.38,156.059,156.059,5.123,117.02,1.345,80.274,20.02,20.02,19.75,20.04,19.41,20.4,39.712,533.2,533.2,NA,58.9,NA,64.6,19.9755,19.9755,NA,20.1745,NA,20.6125,0.08,After nadir,72.2150216288629,156.059,20.02,1370,GV contact,101.927,20.32,1332.9,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0703134817_imp,100_imp,B67,03/07,13:48:17,01:00:00,26.71,27.55,865.4,981,115.6,1.15553501271089,0.144563451191353,500 (100%),Low,4,4,2,No contact,Hub rotation,Pressure force,Center hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,26.11,28.99,27.45,27.65,27.15,27.45,27.65,27.95,26.11,27.15,27.95,28.99,138.579,138.579,3.328,106.748,0.768,84.789,27.6,27.6,27.35,27.7,27.15,28.41,51.529,116.5,18.6,NA,13.3,NA,116.5,28.6495,27.5825,NA,27.6715,NA,28.6495,0.05,After nadir,60.7586780339119,138.579,27.6,1193,GV contact,102.765,27.89,1369.1,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0703174220_imp,100_imp,B67,03/07,17:42:20,00:59:00,26.25,27.02,872.1,1001.9,129.8,1.14665749340672,0.136851182749197,500 (100%),High,6,4,6,Contact,NA,NA,NA,No CH contact,Blade contact,1,Pressure side,6,NA,Indirect,NA,NA,NA,NA,25.58,28.46,26.92,27.12,26.62,26.92,27.12,27.42,25.58,26.62,27.42,28.46,144.243,91.737,6.9,144.243,2.3,48.197,27.21,27.07,26.85,27.21,26.55,27.5,40.557,311.8,14.7,NA,311.8,NA,157.5,27.348,27.05,NA,27.348,NA,27.4255,0.05,After nadir,35.8018743164576,144.243,27.21,1324.1,GV contact,130.532,27.34,1360.5,NA,NA,NA,NA,NA,NA,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0703182811_imp,100_imp,B67,03/07,18:28:11,00:59:00,17.35,17.36,817.6,1074.3,256.7,1.22309197651663,0.201382059532697,500 (100%),Low,4,6,4,Contact,NA,NA,NA,No CH contact,Blade contact,1,Near tip,3,16,Direct,NA,NA,NA,NA,15.92,18.8,17.26,17.46,16.96,17.26,17.46,17.76,15.92,16.96,17.76,18.8,209.895,209.895,7.62,67.195,0.706,21.058,17.37,17.37,17.17,17.48,16.26,18.12,142.224,664.9,664.9,NA,105.1,NA,28.8,17.333,17.333,NA,17.505,NA,17.829,0.01,After nadir,81.2875773983068,209.895,17.37,852.6,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0704112406_imp,100_imp,B67,04/07,11:24:06,00:59:00,53.43,53.45,770.3,1031.1,260.8,1.29819550824354,0.260975229623217,500 (100%),Low,4,5,6,Contact,NA,NA,NA,CH contact,No blade contact,1,Center hub,5,NA,Indirect,NA,NA,NA,NA,52.01,54.89,53.35,53.55,53.05,53.35,53.55,53.85,52.01,53.05,53.85,54.89,210.954,210.954,9.533,179.804,1.279,23.067,53.44,53.44,53.35,53.55,52.02,54.26,209.67,165.9,165.9,3.4,106.3,NA,58,53.5345,53.5345,53.3465,53.625,NA,54.439,-0.01,Before nadir,132.717412505992,210.954,53.44,809.4,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0704122929_imp,100_imp,B67,04/07,12:29:29,00:59:00,23.78,23.8,762.3,1056.1,293.8,1.31181949363768,0.271415099987909,500 (100%),High,6,6,5,Contact,NA,NA,NA,No CH contact,Blade contact,1,Center,2,14,Indirect,NA,NA,NA,NA,22.36,25.24,23.7,23.9,23.4,23.7,23.9,24.2,22.36,23.4,24.2,25.24,200.242,200.242,2.525,126.005,1.26,95.751,23.86,23.86,23.53,24.19,22.59,24.22,96.365,590.2,590.2,NA,291.8,NA,463,23.7765,23.7765,NA,24.028,NA,24.2275,0.06,After nadir,97.2715500202055,200.242,23.86,1222.8,GV contact,126.005,24.19,1362.6,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0704133245_imp,100_imp,B67,04/07,13:32:45,00:59:00,22.26,22.9,902.6,966.8,64.1999999999999,1.10791048083315,0.102475791589236,500 (100%),Low,5,6,2,No contact,Hub rotation,Pressure force,Center,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,21.46,24.34,22.8,23,22.5,22.8,23,23.3,21.46,22.5,23.3,24.34,189.657,127.198,4.704,189.657,0.6,151.816,23.12,22.94,22.73,23.12,21.79,23.31,50.805,211.6,16.5,NA,211.6,NA,84.8,23.0415,22.931,NA,23.0415,NA,23.679,0.04,After nadir,66.9957303337487,189.657,23.12,1325,GV contact,151.816,23.31,1407.8,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B68-0703133905_imp,100_imp,B68,03/07,13:39:05,00:59:00,29.62,30.56,863.4,988.6,125.2,1.15821172110262,0.14687719586076,500 (100%),Low,4,4,2,No contact,No hub rotation,Pressure force,Center,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,29.12,32,30.46,30.66,30.16,30.46,30.66,30.96,29.12,30.16,30.96,32,176.884,176.884,3.449,102.693,2.461,162.748,30.57,30.57,30.32,30.75,30.16,31.17,163.902,410.7,260.5,NA,212.8,NA,410.7,31.21,30.652,NA,30.9265,NA,31.21,0.01,After nadir,89.3360467203415,176.884,30.57,897.7,GV contact,102.693,30.75,1413.3,162.748,31.17,1370.9,123.693,31.46,1389.8,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B68-0703175851_imp,100_imp,B68,03/07,17:58:51,00:59:00,24.74,25.52,793.9,975,181.1,1.25960448419196,0.230797770251069,500 (100%),Low,3,2,2,No contact,No hub rotation,Pressure force,Center,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,24.08,26.96,25.42,25.62,25.12,25.42,25.62,25.92,24.08,25.12,25.92,26.96,194.163,164.737,5.417,194.163,0.413,37.708,25.75,25.53,25.35,25.75,24.8,26.12,140.678,280.7,34.5,NA,27.6,NA,280.7,26.9305,25.5085,NA,25.727,NA,26.9305,0.01,After nadir,63.3232067337688,164.737,25.53,822,GV contact,194.163,25.75,1063.3,112.356,25.83,1429.8,NA,NA,NA,0,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B68-0703184621_imp,100_imp,B68,03/07,18:46:21,00:59:00,34.91,34.93,880.2,1032.2,152,1.13610543058396,0.127606124605146,500 (100%),High,4,5,6,Contact,NA,NA,NA,CH contact,No blade contact,1,Center hub,5,NA,Indirect,NA,NA,NA,NA,33.49,36.37,34.83,35.03,34.53,34.83,35.03,35.33,33.49,34.53,35.33,36.37,208.039,208.039,8.987,169.563,0.777,180.611,34.93,34.93,34.83,35.11,34.53,35.49,208.039,566.5,535.8,2.7,21.5,NA,566.5,35.493,34.926,34.828,35.094,NA,35.493,0,On nadir,99.4669930761911,208.039,34.93,880.2,GV contact,169.563,35.11,1476.6,180.611,35.49,1332.1,111.493,35.54,1353.8,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
