file,class,sensor,date_deploy,time_deploy,duration[mm:ss],t_max_p_1s_nadir,t_nadir,nadir,max_p_1s_nadir,rate_pc,ratio_pc,log_RPC,treatment,inj_pos,sens_wc_pos_ent,sens_wc_pos_blade,sens_wc_pos_exit,clear_passage,rotate_hub,pres_force,passage_loc,centre_hub_contact,blade_contact,n_contact,c_1_bl,c_1_sl,c_1_bv,c_1_type,c_2_bl,c_2_sl,c_2_bv,c_2_type,t_start_roi1,t_end_roi1,t_start_roi2,t_end_roi2,t_start_roi3,t_end_roi3,t_start_roi4,t_end_roi4,t_start_roi5,t_end_roi5,t_start_roi6,t_end_roi6,max_accmag_roi1,max_accmag_roi2,max_accmag_roi3,max_accmag_roi4,max_accmag_roi5,max_accmag_roi6,max_accmag_time_roi1,max_accmag_time_roi2,max_accmag_time_roi3,max_accmag_time_roi4,max_accmag_time_roi5,max_accmag_time_roi6,nadir_acceleration,max_hig_roi1,max_hig_roi2,max_hig_roi3,max_hig_roi4,max_hig_roi5,max_hig_roi6,max_hig_time_roi1,max_hig_time_roi2,max_hig_time_roi3,max_hig_time_roi4,max_hig_time_roi5,max_hig_time_roi6,max_nadir_acc_dist,max_nadir_acc_position,acc_rms,accmag_1,accmag_1_t,accmag_1_p,guide_vane_contact,accmag_2,accmag_2_t,accmag_2_p,accmag_3,accmag_3_t,accmag_3_p,accmag_4,accmag_4_t,accmag_4_p,inj_to_pre_nadir_accmag_count,pre_nadir_event_accmag_count,nadir_event_accmag_count,post_nadir_event_accmag_count,post_nadir_to_rec_accmag_count,accmag_5,accmag_5_t,accmag_5_p,accmag_6,accmag_6_t,accmag_6_p,accmag_7,accmag_7_t,accmag_7_p,accmag_8,accmag_8_t,accmag_8_p
B67-0807110036_imp,100_imp,B67,07/08,11:00:36,00:59:00,29.13,29.15,799,1148.8,349.8,1.25156445556946,0.224394333215862,400 (50%),High,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,27.23,31.07,28.95,29.35,28.45,28.95,29.35,29.85,27.23,28.45,29.85,31.07,232.569,232.569,18.327,227.207,0.536,133.357,29.33,29.33,28.95,29.39,27.73,30.6,197.803,566.9,566.9,NA,437.8,NA,431.3,29.123,29.123,NA,29.473,NA,31.0165,0.18,After nadir,118.005938719202,232.569,29.33,1400.4,No GV contact,111.601,29.92,1326.3,103.886,30.09,1410.1,133.357,30.6,1377.4,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0807111934_imp,100_imp,B67,07/08,11:19:34,00:59:00,28.74,29.58,956.3,1052.3,96,1.04569695702186,0.0446836076266401,400 (50%),Low,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,27.66,31.5,29.38,29.78,28.88,29.38,29.78,30.28,27.66,28.88,30.28,31.5,235.343,216.127,1.774,157.075,0.269,235.343,30.64,29.76,29.12,29.78,28.88,30.64,184.992,427.9,370.8,NA,427.9,NA,348,29.888,29.775,NA,29.888,NA,30.629,0.18,After nadir,109.381797586565,216.127,29.76,1138.1,GV contact,150.775,29.97,1337.4,235.343,30.64,1283.2,214.497,30.69,1403.4,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0807114333_imp,100_imp,B67,07/08,11:43:33,00:59:00,22.7,23.54,950.8,1043.8,93,1.051745898191,0.0504515434960982,400 (50%),High,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,21.62,25.46,23.34,23.74,22.84,23.34,23.74,24.24,21.62,22.84,24.24,25.46,159.837,130.874,3.649,159.837,1.387,95.614,23.76,23.54,23.33,23.76,22.75,24.5,130.874,273.6,25.1,NA,273.6,NA,183.7,24.059,23.7335,NA,24.059,NA,24.3745,0,On nadir,69.702809500538,159.837,23.76,1296.3,GV contact,107.741,23.82,1384.4,156.051,24.06,1403.3,NA,NA,NA,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0807120104_imp,100_imp,B67,07/08,12:01:04,00:59:00,26.17,26.38,498.4,1170.9,672.5,2.00642054574639,0.696352311508894,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,5,NA,NA,NA,NA,NA,NA,NA,NA,24.46,28.3,26.18,26.58,25.68,26.18,26.58,27.08,24.46,25.68,27.08,28.3,256.734,256.734,115.453,237.941,144.241,208.436,26.27,26.27,26.18,26.66,25.45,28.09,155.562,559.4,559.4,397.1,408.9,398.4,266.1,26.3795,26.3795,26.1785,26.719,24.565,28.038,-0.11,Before nadir,165.782680103406,143.412,25.34,982.9,No GV contact,144.241,25.45,976.8,256.734,26.27,511.8,115.265,27.13,1314.2,2,0,1,0,3,157.409,27.22,1347.5,208.436,28.09,1332.4,NA,NA,NA,NA,NA,NA
B67-0807122504_imp,100_imp,B67,07/08,12:25:04,01:00:00,23.82,23.85,872.7,1047.8,175.1,1.14586914174401,0.136163424812871,400 (50%),High,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,3,NA,NA,NA,NA,NA,NA,NA,NA,21.93,25.77,23.65,24.05,23.15,23.65,24.05,24.55,21.93,23.15,24.55,25.77,226.772,226.772,11.174,177.547,3.072,203.035,23.87,23.87,23.56,24.08,22.93,24.95,213.843,643.4,643.4,NA,340,NA,103.8,23.854,23.854,NA,24.072,NA,25.062,0.02,After nadir,100.459239710903,226.772,23.87,926.5,GV contact,177.547,24.08,1385.4,114.058,24.49,1393.2,203.035,24.95,1410.3,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0807144926_imp,100_imp,B67,07/08,14:49:26,00:59:00,38.85,38.89,904.4,1053.9,149.5,1.10570544007077,0.100483538578322,400 (50%),Low,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,36.97,40.81,38.69,39.09,38.19,38.69,39.09,39.59,36.97,38.19,39.59,40.81,212.534,170.463,73.889,212.534,25.538,149.404,39.18,39.04,38.36,39.18,37.4,40.64,167.747,236.1,56.7,10.4,67,42.2,236.1,39.6615,39.082,38.3335,39.3645,37.381,39.6615,0.15,After nadir,105.164038786682,212.534,39.18,1358.1,GV contact,134.131,39.51,1351.9,129.043,39.63,1313.7,114.375,40.51,1276.2,0,0,0,2,3,149.404,40.64,1316.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0807151459_imp,100_imp,B67,07/08,15:14:59,00:59:00,24.52,24.55,779.7,1080.1,300.4,1.28254456842375,0.248846048666583,400 (50%),Low,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,22.63,26.47,24.35,24.75,23.85,24.35,24.75,25.25,22.63,23.85,25.25,26.47,188.682,182.479,61.262,188.682,19.292,90.157,24.79,24.69,24.17,24.79,23.81,25.25,170.293,617.6,617.6,NA,359.9,NA,175.9,24.648,24.648,NA,24.8835,NA,25.6195,0.14,After nadir,97.71124200281,188.682,24.79,1353.6,GV contact,124.445,25.04,1304,124.551,25.19,1359.8,NA,NA,NA,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0807152710_imp,100_imp,B67,07/08,15:27:10,00:59:00,27.72,28.53,983.1,1043.2,60.1,1.01719051978436,0.0170444346092584,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,26.61,30.45,28.33,28.73,27.83,28.33,28.73,29.23,26.61,27.83,29.23,30.45,215.533,173.412,13.058,215.533,4.744,35.695,28.82,28.69,28.33,28.82,27.67,29.65,45.845,454.8,139.8,NA,454.8,NA,62,28.876,28.682,NA,28.876,NA,29.747,0.16,After nadir,98.4887030291589,215.533,28.82,1306.4,GV contact,182.585,28.88,1422.1,136.452,29.06,1281.2,NA,NA,NA,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0807154211_imp,100_imp,B67,07/08,15:42:11,00:59:00,23.57,23.59,793.2,1127.4,334.2,1.26071608673727,0.231679882336496,400 (50%),High,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,21.67,25.51,23.39,23.79,22.89,23.39,23.79,24.29,21.67,22.89,24.29,25.51,239.335,239.335,37.733,239.335,56.951,181.324,23.79,23.79,23.16,23.79,22.86,24.41,198.222,499.9,121.3,169.8,33.5,244.6,499.9,24.3755,23.6415,23.137,23.86,22.8565,24.3755,0.2,After nadir,129.235853270998,239.335,23.79,1152.7,GV contact,125.84,24.24,1391.3,181.324,24.41,1384.5,NA,NA,NA,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0807155319_imp,100_imp,B67,07/08,15:53:19,01:00:00,23.93,23.95,946,1091.8,145.8,1.05708245243129,0.0555127099302588,400 (50%),High,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,22.03,25.87,23.75,24.15,23.25,23.75,24.15,24.65,22.03,23.25,24.65,25.87,227.566,227.566,45.957,221.716,78.913,160.473,24.1,24.1,23.53,24.16,22.94,25.17,130.172,392.5,299.5,12.8,138.9,196.2,392.5,25.1865,24.0485,23.251,24.166,22.7505,25.1865,0.15,After nadir,111.765478831084,227.566,24.1,1403.1,GV contact,148.627,24.34,1376.5,163.867,24.58,1334.1,160.473,25.17,1391.9,0,0,1,2,2,125.607,25.34,1311,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0807160632_imp,100_imp,B67,07/08,16:06:32,00:59:00,32.59,32.61,773.3,1184.3,411,1.29315918789603,0.257088207367147,400 (50%),High,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,30.69,34.53,32.41,32.81,31.91,32.41,32.81,33.31,30.69,31.91,33.31,34.53,236.651,236.651,126.217,176.608,40.978,68.696,32.62,32.62,31.95,32.82,31.91,33.64,155.11,321.9,321.9,114.4,115.5,7.1,128,32.8035,32.8035,31.9685,33.189,31.886,34.2605,0.01,After nadir,111.137767400119,126.217,31.95,975.1,No GV contact,236.651,32.62,836.7,183.975,32.79,1205.3,NA,NA,NA,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0808115138_imp,100_imp,B67,08/08,11:51:38,00:59:00,27.92,28.57,954.5,1035.6,81.0999999999999,1.0476689366160301,0.0465676358163348,400 (50%),Low,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,26.65,30.49,28.37,28.77,27.87,28.37,28.77,29.27,26.65,27.87,29.27,30.49,211.282,211.282,4.717,157.82,0.496,197.384,28.58,28.58,28.37,28.89,27.32,29.88,192.548,575.6,575.6,NA,21,NA,423.2,28.578,28.578,NA,28.871,NA,30.1455,0.01,After nadir,90.479413072809,211.282,28.58,966.9,GV contact,131.02,28.8,1271.6,157.82,28.89,1197.9,124.014,29.1,1288.8,0,0,1,3,2,114.801,29.29,1328.9,197.384,29.88,1344.1,NA,NA,NA,NA,NA,NA
B67-0808115334_imp,100_imp,B67,08/08,11:53:34,01:00:00,22.29,22.34,720.2,1286.5,566.3,1.38850319355735,0.328226327767362,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,2,NA,NA,NA,NA,NA,NA,NA,NA,20.42,24.26,22.14,22.54,21.64,22.14,22.54,23.04,20.42,21.64,23.04,24.26,249.135,249.135,28.647,220.808,8.181,143.058,22.33,22.33,22.11,22.58,21.64,23.07,157.147,534.1,534.1,3.5,275.5,NA,188.3,22.2935,22.2935,22.14,22.664,NA,23.6395,-0.01,Before nadir,146.496330186867,249.135,22.33,877.7,GV contact,160.355,22.69,1323.1,147.458,23.01,1378.9,143.058,23.07,1385.7,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0808115510_imp,100_imp,B67,08/08,11:55:10,01:00:00,28.97,29,759.2,1214.7,455.5,1.31717597471022,0.275490031686419,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,27.08,30.92,28.8,29.2,28.3,28.8,29.2,29.7,27.08,28.3,29.7,30.92,220.27,212.544,12.983,220.27,1.6,115.315,29.23,29.16,28.77,29.23,27.84,30.58,156.566,586.6,586.6,NA,486.6,NA,66.9,28.962,28.962,NA,29.3125,NA,30.741,0.16,After nadir,121.241572100256,220.27,29.23,1386.7,GV contact,215.277,29.52,1198.5,113.214,30.16,1328.2,115.315,30.58,1400.9,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0808115644_imp,100_imp,B67,08/08,11:56:44,01:00:00,27.96,27.99,939.7,1049.6,109.9,1.06416941577099,0.0621946035931177,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,CH contact,No blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,26.07,29.91,27.79,28.19,27.29,27.79,28.19,28.69,26.07,27.29,28.69,29.91,252.972,201.941,25.973,141.531,13.65,252.972,29.41,28,27.72,28.36,26.7,29.41,171.621,304.7,208.5,NA,123.8,5.3,304.7,29.586,27.992,NA,28.565,26.661,29.586,0.01,After nadir,102.535322164561,201.941,28,962.7,GV contact,141.531,28.36,1223.2,139.42,29.06,1344.6,252.972,29.41,1224,0,0,1,1,3,153.487,29.81,1360,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0808115828_imp,100_imp,B67,08/08,11:58:28,01:00:00,26.68,26.73,876.2,1228.8,352.6,1.14129194247889,0.132160903602339,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,24.81,28.65,26.53,26.93,26.03,26.53,26.93,27.43,24.81,26.03,27.43,28.65,212.471,201.272,66.903,212.471,71.54,201.242,26.94,26.7,26.53,26.94,25.61,27.63,190.953,496.7,496.7,193.7,282.9,10,471.2,26.684,26.684,26.133,27.261,25.595,27.6745,-0.03,Before nadir,111.537892384322,212.471,26.94,1390.2,GV contact,134.969,27.15,1381.7,108.378,27.39,1321.6,201.242,27.63,1505.7,0,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0808120002_imp,100_imp,B67,08/08,12:00:02,01:00:00,22.13,22.17,898.6,1089.2,190.6,1.11284219897619,0.106917282346077,400 (50%),Low,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,20.25,24.09,21.97,22.37,21.47,21.97,22.37,22.87,20.25,21.47,22.87,24.09,210.993,210.993,13.177,195.793,0.356,85.276,22.17,22.17,21.89,22.38,21.03,23.36,210.993,511.4,222.6,NA,511.4,NA,170.4,22.477,22.188,NA,22.477,NA,23.2675,0,On nadir,110.822987028645,210.993,22.17,898.6,GV contact,161.062,22.44,1273.1,151.825,22.76,1388.4,NA,NA,NA,0,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0808120141_imp,100_imp,B67,08/08,12:01:41,01:00:00,28.83,28.85,861.8,1078.3,216.5,1.16036203295428,0.1487320538004,400 (50%),Low,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,26.93,30.77,28.65,29.05,28.15,28.65,29.05,29.55,26.93,28.15,29.55,30.77,195.787,195.787,3.041,177.5,1.135,73.825,28.87,28.87,28.59,29.52,28.11,29.72,154.675,498.3,101.3,NA,498.3,NA,89.2,29.1655,29.0415,NA,29.1655,NA,29.773,0.02,After nadir,96.6542915686321,195.787,28.87,938.8,GV contact,177.5,29.52,1249.6,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0808120321_imp,100_imp,B67,08/08,12:03:21,01:00:00,37.23,37.25,812.9,1102.5,289.6,1.23016361176036,0.207147178229611,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,35.33,39.17,37.05,37.45,36.55,37.05,37.45,37.95,35.33,36.55,37.95,39.17,260.182,256.458,67.631,260.182,54.552,190.301,37.54,37.43,37.04,37.54,36.22,38.96,165.311,400.4,150.5,9.5,367.2,270.3,400.4,38.9745,37.4465,37.024,37.8615,35.6905,38.9745,0.18,After nadir,132.688556302747,101.399,37.15,885.2,GV contact,256.458,37.43,1495.6,132.614,37.91,1239.6,177.104,38.23,1224.7,0,0,2,1,5,133.066,38.35,1376.1,173.125,38.52,1421.3,100.105,38.69,1382.4,190.301,38.96,1350.1
B67-0808120521_imp,100_imp,B67,08/08,12:05:21,00:59:00,28.37,28.4,916.3,1064.2,147.9,1.09134562916076,0.0874114570109696,400 (50%),Low,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,26.48,30.32,28.2,28.6,27.7,28.2,28.6,29.1,26.48,27.7,29.1,30.32,203.039,166.906,30.476,203.039,38.526,83.221,28.61,28.59,28.01,28.61,27.54,29.58,92.279,496.4,24.7,5.9,496.4,51.7,76.2,28.6515,28.585,27.995,28.6515,27.2545,29.604,0.19,After nadir,71.9474361613749,203.039,28.61,1394.7,GV contact,145.589,29.04,1361.9,NA,NA,NA,NA,NA,NA,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0808120657_imp,100_imp,B67,08/08,12:06:57,01:00:00,24.03,24.15,564.6,1193.4,628.8,1.77116542685087,0.571637763162748,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,2,NA,NA,NA,NA,NA,NA,NA,NA,22.23,26.07,23.95,24.35,23.45,23.95,24.35,24.85,22.23,23.45,24.85,26.07,227.366,227.366,16.091,160.117,11.37,66.896,24.23,24.23,23.94,24.35,23.37,25.28,71.481,435.1,435.1,5,166.8,NA,121.4,24.1885,24.1885,23.95,24.707,NA,24.9395,0.08,After nadir,144.095067852409,227.366,24.23,1263.3,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0808120855_imp,100_imp,B67,08/08,12:08:55,00:59:00,25.79,25.85,580.7,1299.3,718.6,1.72205958326158,0.543521006604133,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,2,NA,NA,NA,NA,NA,NA,NA,NA,23.93,27.77,25.65,26.05,25.15,25.65,26.05,26.55,23.93,25.15,26.55,27.77,217.252,217.252,129.962,191.756,41.875,46.774,26.04,26.04,25.22,26.08,25.07,26.55,177.444,563.6,563.6,52.8,204.9,109,86.1,25.793,25.793,25.228,26.4535,25.14,26.596,0.19,After nadir,129.848425199745,129.962,25.22,1005.4,No GV contact,217.252,26.04,1373,NA,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0808121019_imp,100_imp,B67,08/08,12:10:19,01:00:00,47.02,47.32,611.7,1360.1,748.4,1.63478829491581,0.491513312733618,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,3,NA,NA,NA,NA,NA,NA,NA,NA,45.4,49.24,47.12,47.52,46.62,47.12,47.52,48.02,45.4,46.62,48.02,49.24,237.859,237.859,213.214,207.865,167.845,59.015,47.33,47.33,47.06,47.55,46.54,48.02,115.366,598.5,598.5,465.3,284.8,252.4,131.3,47.299,47.299,47.025,47.826,46.456,48.4075,0.01,After nadir,149.039345098993,167.845,46.54,1051.4,No GV contact,121.142,46.79,948.7,237.859,47.33,756.5,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0808121237_imp,100_imp,B67,08/08,12:12:37,00:59:00,24.63,24.66,799.9,1143.5,343.6,1.25015626953369,0.223268559127361,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,22.74,26.58,24.46,24.86,23.96,24.46,24.86,25.36,22.74,23.96,25.36,26.58,230.777,221.756,96.912,230.777,32.348,209.212,24.9,24.86,24.46,24.9,23.55,25.66,141.752,584.2,584.2,13.7,106,NA,198.6,24.642,24.642,24.4445,25.054,NA,25.7445,0.2,After nadir,121.799392540637,107.596,24.48,999.3,GV contact,194.152,24.65,892.6,230.777,24.9,1364.6,142.792,25.19,1301.7,0,0,2,2,2,130.866,25.49,1373,209.212,25.66,1392.3,NA,NA,NA,NA,NA,NA
B67-0808121450_imp,100_imp,B67,08/08,12:14:50,00:59:00,23.89,24.45,936.4,1037.3,100.9,1.06791969243913,0.0657125433653813,400 (50%),Low,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,22.53,26.37,24.25,24.65,23.75,24.25,24.65,25.15,22.53,23.75,25.15,26.37,227.304,157.16,60.751,227.304,53.76,206.003,24.7,24.64,23.77,24.7,23.75,25.47,80.293,580.2,22,NA,580.2,NA,416.6,24.661,24.65,NA,24.661,NA,25.8345,0.19,After nadir,90.0901361156784,227.304,24.7,1174.8,GV contact,206.003,25.47,1366.4,101.266,26.07,1244.2,NA,NA,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0808121648_imp,100_imp,B67,08/08,12:16:48,00:59:00,24.5,24.53,883.7,1037.4,153.7,1.1316057485572,0.123637640458178,400 (50%),Low,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,23.09,25.97,24.43,24.63,24.13,24.43,24.63,24.93,23.09,24.13,24.93,25.97,233.613,169.726,34.831,233.613,7.728,162.405,24.75,24.63,24.32,24.75,24.04,25.59,98.94,395.3,32,NA,390.4,NA,395.3,25.589,24.6295,NA,24.91,NA,25.589,0.1,After nadir,87.6771602884018,233.613,24.75,1532.9,GV contact,108.955,25.15,1369.3,162.405,25.59,1373.7,NA,NA,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0808121845_imp,100_imp,B67,08/08,12:18:45,01:00:00,28.89,29.09,899.1,1021,121.9,1.11222333444556,0.10636101599141,400 (50%),Low,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,27.65,30.53,28.99,29.19,28.69,28.99,29.19,29.49,27.65,28.69,29.49,30.53,220.423,145.864,43.925,220.423,10.494,74.97,29.25,29.19,28.82,29.25,28.53,29.55,26.746,353.6,16.9,NA,353.6,NA,104.3,29.3405,29.164,NA,29.3405,NA,30.4945,0.1,After nadir,69.911242550823,220.423,29.25,1476.8,GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0808122038_imp,100_imp,B67,08/08,12:20:38,00:59:00,21.69,21.71,856.9,1059.3,202.4,1.16699731590617,0.154434053307064,400 (50%),Low,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,20.27,23.15,21.61,21.81,21.31,21.61,21.81,22.11,20.27,21.31,22.11,23.15,220.23,166.628,17.281,220.23,2.363,201.606,21.97,21.72,21.61,21.97,20.96,22.27,164.929,284.9,33.1,NA,208.9,NA,284.9,22.2485,21.693,NA,21.8485,NA,22.2485,0.01,After nadir,88.4410462560068,220.23,21.97,1465.4,GV contact,131.143,22.21,1358.7,201.606,22.27,1337,138.457,22.58,1338.9,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B75-0807112215_imp,100_imp,B75,07/08,11:22:15,00:59:00,34.53,34.59,389,1153.9,764.9,2.5706940874036,0.944175935363691,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,2,NA,NA,NA,NA,NA,NA,NA,NA,33.15,36.03,34.49,34.69,34.19,34.49,34.69,34.99,33.15,34.19,34.99,36.03,249.929,226.079,78.044,249.929,6.821,179.524,34.78,34.61,34.46,34.78,34.19,35.86,225.653,582,425,12.1,565.6,NA,582,35.9645,34.5345,34.444,34.7685,NA,35.9645,0.02,After nadir,127.166962075548,249.929,34.78,1349,GV contact,122.945,35.09,1332.1,98.998,35.34,1312.8,146.867,35.42,1284.4,0,0,0,1,4,179.524,35.86,1225.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
B75-0807114133_imp,100_imp,B75,07/08,11:41:33,00:59:00,22.61,22.64,887.4,1064.1,176.7,1.12688753662384,0.119459440037328,400 (50%),High,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,21.2,24.08,22.54,22.74,22.24,22.54,22.74,23.04,21.2,22.24,23.04,24.08,210.78,162.481,9.079,210.78,0.434,87.094,22.89,22.63,22.49,22.89,21.22,23.15,151.171,406.2,27.2,NA,406.2,NA,402,22.8395,22.613,NA,22.8395,NA,23.833,-0.01,Before nadir,85.1775305157522,162.481,22.63,892,GV contact,210.78,22.89,1407.4,113.842,23.03,1351.2,NA,NA,NA,0,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B75-0807121859_imp,100_imp,B75,07/08,12:18:59,00:59:00,27.62,27.65,820.3,1116.8,296.5,1.2190661952944,0.198085151973433,400 (50%),Low,NA,NA,NA,Contact,NA,NA,NA,No CH contact,Blade contact,1,NA,NA,NA,NA,NA,NA,NA,NA,26.21,29.09,27.55,27.75,27.25,27.55,27.75,28.05,26.21,27.25,28.05,29.09,241.767,240.907,26.759,241.767,8.632,239.844,27.76,27.66,27.55,27.76,27.25,28.06,172.684,565.9,565.9,6.2,427.5,NA,515.4,27.6485,27.6485,27.549,27.8935,NA,28.5625,0.01,After nadir,123.068063274333,241.767,27.76,1428.9,GV contact,109.966,28.39,1400.4,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B75-0807130415_imp,100_imp,B75,07/08,13:04:15,00:59:00,30.41,31.04,941.5,1059.2,117.7,1.06213489113117,0.0602809308849299,400 (50%),High,NA,NA,NA,No contact,NA,NA,NA,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,29.6,32.48,30.94,31.14,30.64,30.94,31.14,31.44,29.6,30.64,31.44,32.48,204.789,146.186,19.436,204.789,24.17,160.693,31.25,31.05,30.92,31.25,30.33,32.02,132.783,398,22.4,NA,357.3,NA,398,31.931,31.0275,NA,31.4345,NA,31.931,0.01,After nadir,89.7742381543306,204.789,31.25,1296.1,GV contact,132.506,31.39,1362.5,160.693,32.02,1411.2,NA,NA,NA,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
