"sensor","date_deploy","time_deploy","duration.mm.ss.","pres_min.kPa.","pres_min.time.","HIG_max.g.","HIG_max.time.","messages","file"
"B67","07/08","11:00:36","00:59",79.9000000000023,29.15,566.9,29.123,"HIG: High impact event >= 400g found","B67-0807110036"
